Overall,Overall.1,Overall.2,Overall.3,Overall.4,Overall.5,Conf.,Conf..1,Home,Home.1,Away,Away.1,Points,Points.1,School Advanced,School Advanced.1,School Advanced.2,School Advanced.3,School Advanced.4,School Advanced.5,School Advanced.6,School Advanced.7,School Advanced.8,School Advanced.9,School Advanced.10,School Advanced.11,School Advanced.12,Year
34,18,16,.529,10.41,4.53,8,10,9,7,4,7,2497,2273,67.3,107.5,.287,.402,.571,53.0,66.6,9.0,6.2,.545,16.2,26.3,.207,2022.0
31,13,18,.419,-8.53,-0.53,6,12,10,6,3,11,2247,2296,73.9,97.6,.346,.374,.517,50.4,60.3,9.0,6.3,.485,17.7,28.3,.235,2022.0
32,20,12,.625,2.37,-1.60,10,8,11,2,6,9,2279,2084,68.2,102.5,.382,.313,.549,55.8,59.5,7.9,11.8,.512,19.2,32.8,.272,2022.0
34,20,14,.588,0.27,-0.48,11,7,12,6,7,6,2352,2265,67.9,101.1,.277,.380,.533,47.1,49.0,10.9,9.9,.497,15.2,23.5,.212,2022.0
32,10,22,.313,-10.46,-1.49,3,15,8,10,1,11,2153,2313,70.0,95.7,.265,.338,.476,50.9,46.0,8.1,7.2,.445,15.2,31.0,.181,2022.0
32,14,18,.438,-1.61,0.83,6,12,8,8,3,8,2264,2257,67.4,101.8,.262,.380,.553,49.2,47.8,9.2,8.0,.523,14.7,16.9,.199,2022.0
36,19,17,.528,11.00,8.05,7,11,11,8,5,8,2548,2442,68.9,102.0,.387,.456,.538,49.6,49.8,10.4,10.0,.502,16.6,27.5,.270,2022.0
34,28,6,.824,7.81,-5.70,17,1,16,0,10,4,2544,2065,65.1,114.4,.265,.430,.594,54.7,55.0,7.8,7.2,.570,13.2,24.3,.197,2022.0
38,30,8,.789,19.31,10.29,16,4,12,1,8,5,2726,2383,63.6,112.4,.298,.463,.560,51.5,48.9,9.4,6.8,.515,13.4,31.2,.247,2022.0
35,21,14,.600,8.88,6.60,12,8,11,7,7,6,2184,2104,59.9,103.7,.281,.299,.529,49.9,60.3,9.5,12.9,.497,14.1,27.8,.205,2022.0
32,22,10,.688,9.83,5.17,14,4,12,4,9,3,2146,1997,68.6,97.4,.309,.302,.543,48.6,56.1,13.3,14.7,.514,19.6,26.6,.218,2022.0
32,16,16,.500,-2.47,-2.05,9,9,9,4,6,9,2529,2375,69.2,112.9,.250,.550,.593,49.7,58.3,6.9,8.0,.564,14.8,24.4,.198,2022.0
36,23,13,.639,14.48,6.48,11,9,11,4,7,6,2549,2261,63.6,111.0,.245,.411,.576,51.4,55.2,8.4,9.3,.551,15.0,27.9,.184,2022.0
27,21,6,.778,-1.12,-9.01,13,3,12,1,9,5,2010,1747,68.3,107.0,.323,.300,.540,53.6,52.6,12.0,8.7,.506,15.4,33.9,.234,2022.0
35,25,10,.714,13.24,4.75,13,7,18,2,5,6,2749,2452,71.2,108.7,.336,.424,.585,52.2,53.9,9.0,10.1,.556,17.2,26.8,.245,2022.0
Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,2022.0
G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,2022.0
32,17,15,.531,5.03,6.72,11,9,11,6,3,7,2260,2314,70.4,99.1,.347,.329,.503,46.2,41.0,11.6,10.5,.464,14.5,29.3,.244,2022.0
37,22,15,.595,12.57,5.97,11,9,13,7,8,5,2644,2400,67.4,105.6,.298,.442,.517,51.4,45.8,9.5,12.3,.479,14.0,33.4,.222,2022.0
33,21,12,.636,-1.73,-5.21,13,7,9,6,8,5,2513,2319,71.1,106.8,.377,.377,.577,49.0,40.0,10.7,7.1,.539,15.0,20.7,.282,2022.0
33,16,17,.485,10.23,10.74,4,14,12,5,1,10,2259,2276,68.5,99.9,.361,.337,.511,47.2,44.4,11.4,13.1,.468,15.7,29.9,.262,2022.0
32,11,21,.344,-10.48,-1.90,5,13,8,5,2,14,2261,2472,69.3,100.8,.278,.511,.509,50.0,52.4,7.0,7.1,.483,15.2,29.4,.187,2022.0
32,16,16,.500,-6.34,-5.51,7,11,9,6,7,9,2493,2470,72.4,106.0,.302,.409,.532,51.7,41.1,8.5,6.3,.502,13.5,28.7,.214,2022.0
32,19,13,.594,3.30,0.23,11,7,13,4,5,6,2414,2214,71.0,106.3,.302,.369,.560,48.8,50.5,11.9,16.9,.533,15.3,24.6,.215,2022.0
31,8,23,.258,-13.51,-2.30,4,16,4,10,2,13,2027,2329,66.5,97.1,.251,.454,.522,47.9,43.7,7.9,6.5,.496,17.9,26.6,.176,2022.0
28,15,13,.536,8.11,6.00,6,9,11,6,3,5,1917,1858,67.8,99.6,.317,.414,.510,51.5,51.1,11.0,12.6,.467,16.1,32.3,.239,2022.0
32,5,27,.156,-13.91,-1.88,4,14,4,10,1,14,2044,2380,69.9,90.3,.300,.390,.497,49.7,50.7,9.3,8.5,.462,20.2,26.9,.211,2022.0
32,23,9,.719,-1.56,-3.63,14,2,13,0,7,7,2407,2246,69.3,107.3,.369,.429,.591,52.0,50.8,9.2,7.7,.565,18.7,26.7,.258,2022.0
33,25,8,.758,13.13,9.16,15,5,12,4,9,2,2308,2177,67.0,104.4,.324,.360,.518,50.1,44.8,7.9,7.8,.477,11.4,26.0,.241,2022.0
32,19,13,.594,2.01,-1.55,10,8,11,4,7,8,2322,2120,65.6,110.2,.287,.485,.581,53.0,52.0,10.5,5.2,.551,15.7,28.3,.218,2022.0
36,22,14,.611,-1.94,-5.11,15,7,12,3,7,7,2729,2585,70.0,108.3,.318,.327,.554,50.9,51.3,8.4,7.6,.516,15.2,30.8,.244,2022.0
34,25,9,.735,9.36,3.60,13,5,14,1,8,5,2466,2227,66.3,107.8,.359,.431,.565,52.0,44.7,5.8,5.4,.531,15.0,25.5,.260,2022.0
36,23,13,.639,13.23,8.34,8,11,16,5,4,6,2668,2492,69.1,105.8,.353,.356,.541,51.9,55.9,10.7,11.4,.509,14.6,29.3,.246,2022.0
31,19,12,.613,-0.10,-1.34,11,3,10,3,6,6,2226,2143,70.3,101.8,.321,.359,.537,50.2,46.7,8.8,9.3,.501,16.1,25.7,.236,2022.0
34,19,15,.559,-6.28,-7.12,12,9,13,7,6,8,2470,2374,67.6,107.1,.307,.381,.550,51.6,45.9,7.9,6.9,.513,15.1,30.5,.234,2022.0
30,13,17,.433,-2.79,0.90,5,11,9,5,4,8,2249,2133,70.9,104.9,.318,.341,.543,49.1,58.0,12.3,7.0,.510,15.5,28.6,.230,2023.0
32,14,18,.438,2.00,2.12,5,13,10,9,4,9,2142,2146,63.6,104.0,.312,.448,.570,47.7,64.9,8.9,11.0,.542,17.2,22.3,.226,2023.0
33,22,11,.667,4.19,-1.65,13,5,15,1,5,6,2463,2209,67.2,110.3,.339,.445,.559,52.1,52.5,8.9,7.2,.524,14.4,29.9,.250,2023.0
37,31,6,.838,23.19,9.65,16,2,15,0,9,3,3027,2526,72.6,110.4,.366,.472,.557,54.4,54.3,8.2,11.3,.521,15.9,34.2,.266,2023.0
33,15,18,.455,-10.78,-7.71,10,8,9,8,5,8,2297,2340,69.9,98.9,.347,.327,.528,47.8,50.9,11.4,12.0,.501,18.6,30.0,.228,2023.0
31,8,23,.258,-16.33,-6.29,6,12,5,5,2,18,1963,2252,68.6,92.0,.321,.332,.468,48.5,45.2,8.5,9.1,.426,16.5,32.4,.226,2023.0
31,8,23,.258,-14.36,-4.53,3,13,5,6,2,16,2086,2332,67.9,98.8,.313,.413,.517,49.8,50.0,8.4,4.5,.481,17.0,28.8,.226,2023.0
32,18,14,.563,-8.74,-5.81,15,3,7,2,10,10,2165,2259,67.8,98.2,.353,.297,.496,50.2,41.4,11.7,7.7,.452,15.6,33.7,.254,2023.0
32,17,15,.531,-8.26,-7.73,7,11,8,6,9,9,2093,2110,62.6,102.9,.279,.361,.567,51.0,55.5,11.7,11.4,.544,19.5,28.3,.196,2023.0
32,16,16,.500,-1.50,-0.98,9,9,10,7,6,7,2248,2067,67.3,103.6,.293,.392,.532,49.8,50.9,9.4,12.8,.507,14.3,25.8,.198,2023.0
35,28,7,.800,19.08,8.34,14,6,15,2,6,4,2866,2490,72.7,112.6,.358,.377,.591,54.2,64.7,8.4,8.1,.565,16.2,30.7,.253,2023.0
36,23,13,.639,11.29,8.18,11,9,10,5,7,6,2559,2447,69.0,101.9,.312,.393,.515,48.8,56.6,10.2,13.3,.484,14.5,29.2,.215,2023.0
36,22,14,.611,15.99,9.87,8,10,14,3,2,8,2666,2446,70.2,105.1,.393,.277,.545,51.7,48.1,11.9,13.1,.509,15.8,30.7,.274,2023.0
33,13,20,.394,-8.07,-3.30,4,14,10,8,2,11,2169,2232,64.8,101.0,.334,.330,.520,50.3,55.7,10.2,9.2,.490,15.6,29.0,.226,2023.0
31,10,21,.323,-12.99,-5.36,6,12,8,5,2,16,2074,2162,71.3,93.0,.328,.433,.501,48.7,56.5,11.2,7.9,.460,18.6,27.2,.238,2023.0
33,17,16,.515,-7.13,-7.58,10,8,10,5,7,8,2412,2322,68.1,106.5,.308,.387,.568,53.0,48.8,7.4,6.0,.546,16.7,27.5,.210,2023.0
34,21,13,.618,14.35,9.29,10,8,14,2,4,8,2474,2302,68.7,105.6,.363,.352,.530,50.4,54.7,11.2,13.6,.495,15.1,32.8,.253,2023.0
31,9,22,.290,-12.17,-2.60,3,15,7,8,1,13,2067,2241,66.8,99.4,.277,.385,.510,47.1,52.1,10.6,8.8,.477,15.2,28.0,.201,2023.0
32,20,12,.625,-1.20,-3.50,11,7,12,2,6,7,2445,2292,68.5,111.1,.425,.365,.570,52.1,50.2,8.0,9.8,.538,15.4,31.2,.293,2023.0
34,23,11,.676,17.30,10.54,11,7,14,3,5,5,2619,2389,67.8,113.3,.368,.449,.570,51.5,54.9,9.6,6.9,.532,15.2,34.4,.274,2023.0
Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,2023.0
G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,2023.0
33,15,18,.455,-7.42,-1.35,9,9,8,6,6,12,2187,2216,62.8,104.7,.251,.433,.562,48.0,58.6,8.8,5.4,.535,15.9,22.1,.189,2023.0
32,21,11,.656,1.88,-1.93,14,6,12,2,7,7,2447,2299,69.0,109.9,.249,.416,.575,48.4,54.3,10.1,8.1,.553,14.6,25.2,.181,2023.0
32,12,20,.375,-17.15,-7.82,8,10,8,5,3,13,2172,2401,69.5,97.2,.315,.325,.507,46.2,46.9,10.3,7.7,.473,16.2,27.6,.220,2023.0
31,13,18,.419,-10.44,-5.51,8,8,8,7,5,11,2133,2217,67.0,101.0,.297,.302,.530,51.0,45.5,6.8,8.4,.499,16.7,29.0,.212,2023.0
34,24,10,.706,12.78,6.21,13,5,14,1,6,6,2451,2198,66.8,106.8,.303,.378,.553,52.6,43.8,7.5,8.0,.521,14.6,27.4,.222,2023.0
33,16,17,.485,1.09,4.73,9,11,9,7,4,7,2197,2317,66.7,99.0,.273,.315,.519,49.3,50.4,9.5,10.4,.487,16.1,27.5,.198,2023.0
32,15,17,.469,-8.10,-6.52,8,10,9,4,6,11,2147,2151,66.3,99.7,.284,.391,.513,51.3,44.0,9.5,7.5,.477,15.5,28.6,.210,2023.0
31,11,20,.355,-8.46,-3.81,5,13,7,9,4,11,2355,2434,71.2,106.7,.335,.354,.547,50.8,51.0,8.5,8.1,.512,14.9,29.6,.243,2023.0
35,25,10,.714,6.51,-0.67,16,4,15,1,8,6,2473,2195,65.9,106.8,.275,.391,.550,52.8,50.7,10.3,11.8,.530,15.4,29.2,.183,2023.0
34,19,15,.559,9.43,5.40,7,9,12,4,2,7,2568,2376,70.9,106.1,.324,.404,.554,54.0,54.9,10.4,11.4,.523,17.2,31.8,.232,2023.0
27,14,13,.519,-2.47,-2.69,7,7,7,5,7,8,1878,1872,69.9,99.1,.298,.399,.528,50.3,54.5,10.2,9.0,.507,16.9,25.3,.191,2023.0
30,17,13,.567,-3.59,-4.52,8,8,9,4,7,8,2381,2193,73.0,108.3,.331,.392,.565,53.6,47.5,9.1,9.4,.532,16.0,30.1,.243,2023.0
32,12,20,.375,-9.93,-6.96,5,13,7,7,3,13,2161,2192,66.4,100.9,.265,.377,.549,51.5,53.8,8.2,10.3,.523,17.8,25.8,.190,2023.0
32,15,17,.469,-2.97,0.67,9,9,11,4,3,9,2481,2485,74.2,104.1,.316,.348,.539,51.8,51.9,10.7,8.2,.509,16.4,31.9,.223,2023.0
32,14,18,.438,5.85,8.54,6,14,10,6,3,10,2088,2174,67.2,97.0,.260,.358,.526,45.2,52.3,10.0,11.0,.495,16.0,19.9,.192,2023.0
33,8,25,.242,-7.51,-0.54,1,18,6,11,1,13,2006,2174,65.1,92.7,.306,.355,.505,50.3,47.7,8.4,7.6,.465,18.7,25.8,.228,2023.0
33,11,22,.333,-8.34,-1.47,6,14,6,8,3,12,1995,2134,63.4,93.9,.289,.247,.495,49.7,48.5,9.6,10.6,.454,17.4,28.6,.220,2023.0
33,20,13,.606,1.73,-0.27,12,6,11,2,7,8,2283,2148,65.5,102.5,.376,.379,.535,49.0,43.6,9.6,7.7,.500,15.5,26.9,.260,2023.0
32,7,25,.219,-10.40,-1.74,4,16,7,8,0,14,2028,2194,65.7,96.1,.353,.331,.501,48.6,45.2,9.5,9.2,.454,16.5,28.0,.262,2023.0
32,3,29,.094,-3.36,8.43,2,18,3,14,0,12,1866,2243,64.3,90.0,.315,.309,.479,47.0,46.5,7.3,9.1,.437,17.6,25.3,.228,2023.0
Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,2023.0
G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,2023.0
33,17,16,.515,0.21,-0.69,7,10,12,5,4,8,2291,2156,65.9,104.5,.312,.441,.526,52.3,58.1,6.7,8.2,.500,14.8,30.4,.207,2023.0
34,16,18,.471,-5.23,-4.89,8,10,8,6,4,10,2374,2329,64.6,106.1,.389,.384,.564,49.6,50.1,9.5,9.0,.531,16.1,25.3,.273,2023.0
30,10,20,.333,-7.05,-3.46,8,12,7,7,3,12,2111,2169,67.5,102.1,.248,.406,.522,48.4,56.5,8.1,6.6,.492,15.0,28.8,.181,2023.0
31,9,22,.290,-13.72,-3.15,4,14,6,8,2,13,2261,2527,72.7,99.1,.243,.412,.510,48.2,46.9,8.9,8.2,.478,15.7,28.4,.182,2023.0
32,10,22,.313,-13.68,-9.49,7,9,6,7,4,14,2111,2245,65.7,99.3,.233,.357,.507,49.5,52.1,8.4,10.6,.481,15.4,28.5,.165,2023.0
31,10,21,.323,-11.97,-2.62,5,13,6,8,3,12,2038,2263,69.0,94.9,.380,.377,.511,49.8,47.4,8.4,11.5,.472,19.9,31.2,.262,2023.0
31,10,21,.323,-9.44,-4.47,5,13,6,8,3,12,2251,2305,67.1,107.7,.269,.395,.539,51.0,45.5,7.5,7.8,.511,14.9,32.6,.196,2023.0
36,22,14,.611,3.90,-0.46,9,11,11,4,5,8,2410,2253,61.5,107.0,.249,.413,.576,49.8,53.0,8.8,7.6,.551,15.4,22.3,.187,2023.0
35,18,17,.514,-2.34,-3.34,7,11,9,7,6,9,2702,2523,68.9,111.7,.313,.518,.576,51.7,58.0,8.3,10.0,.550,14.8,28.0,.223,2023.0
31,11,20,.355,-11.29,-3.51,,,8,0,3,20,2180,2264,66.8,104.8,.316,.430,.539,51.2,49.9,8.4,7.5,.505,17.3,34.2,.230,2023.0
36,23,13,.639,11.77,4.97,11,7,16,3,5,7,2776,2495,69.9,109.6,.260,.392,.542,51.8,54.7,8.9,9.6,.517,13.0,30.9,.183,2023.0
34,23,11,.676,10.53,3.71,14,6,15,2,5,6,2540,2308,68.1,109.0,.305,.403,.577,51.5,53.9,7.5,9.2,.541,14.6,23.4,.239,2023.0
35,21,14,.600,-2.60,-5.05,14,6,13,3,7,9,2512,2405,66.5,106.1,.291,.275,.523,49.9,48.5,10.2,9.5,.496,14.5,35.1,.198,2023.0
31,11,20,.355,-8.93,-1.75,5,13,8,8,3,11,2273,2294,69.1,105.3,.284,.375,.533,51.2,46.9,8.7,9.6,.493,15.1,31.6,.222,2023.0
35,26,9,.743,2.20,-5.86,17,1,14,2,11,4,2733,2426,68.2,114.5,.269,.348,.594,51.7,61.1,10.4,7.7,.581,13.4,25.5,.178,2023.0
35,31,4,.886,8.40,-4.02,16,2,17,1,11,2,2804,2353,70.7,112.5,.328,.477,.551,54.3,49.8,10.4,7.7,.515,14.1,35.2,.244,2023.0
35,18,17,.514,11.17,8.39,8,12,13,5,2,9,2445,2348,69.6,100.4,.299,.346,.520,52.5,50.8,10.7,9.8,.490,16.4,30.8,.208,2023.0
33,15,18,.455,5.64,5.86,6,12,9,7,4,8,2391,2355,66.4,107.9,.296,.385,.586,48.1,62.4,8.4,7.7,.558,15.3,19.9,.220,2023.0
29,7,22,.241,-14.37,-2.37,2,12,6,9,1,13,1966,2197,70.6,95.2,.282,.413,.502,46.6,48.9,9.5,5.0,.468,17.0,27.0,.201,2023.0
39,31,8,.795,22.95,8.51,13,7,15,2,6,5,3064,2501,68.4,114.9,.308,.417,.573,56.7,63.2,9.2,12.7,.539,15.8,38.4,.234,2023.0
Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,2023.0
G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,2023.0
32,9,23,.281,-14.76,-3.60,4,10,4,6,5,16,2304,2661,73.1,97.0,.372,.443,.547,42.3,46.3,10.4,6.8,.510,18.5,18.6,.267,2023.0
28,17,11,.607,0.63,-2.41,7,7,11,2,6,8,2287,2129,72.5,112.1,.282,.490,.580,50.0,59.9,13.3,6.3,.556,15.0,29.5,.204,2023.0
37,24,13,.649,17.83,9.80,14,6,13,2,5,6,2828,2531,69.3,109.6,.284,.417,.576,52.7,57.3,7.2,9.2,.542,14.9,25.3,.222,2023.0
28,10,18,.357,-7.98,-2.52,6,8,7,5,3,11,1998,2027,70.8,99.4,.292,.421,.540,49.6,50.1,7.6,10.4,.512,17.9,24.2,.204,2023.0
32,16,16,.500,1.99,1.47,8,10,7,8,6,6,2236,2197,66.1,104.4,.339,.374,.543,48.7,53.5,8.0,3.5,.503,14.4,24.8,.254,2023.0
34,22,12,.647,8.71,1.09,12,6,14,2,5,6,2334,2075,63.6,107.2,.355,.373,.560,53.8,62.2,7.5,12.5,.530,16.5,30.8,.248,2023.0
33,17,16,.515,-5.57,-3.72,8,10,10,5,4,10,2298,2333,67.4,102.6,.331,.366,.534,47.6,47.7,10.2,10.6,.498,14.8,25.3,.241,2023.0
30,6,24,.200,-17.70,-4.95,4,11,4,8,2,14,1939,2265,69.6,92.1,.286,.314,.495,50.2,52.1,9.9,8.2,.463,19.7,30.7,.197,2023.0
32,15,17,.469,-9.56,-5.89,6,12,9,5,4,11,2325,2402,69.1,103.6,.416,.258,.566,53.1,43.5,7.9,8.4,.529,18.9,29.8,.298,2023.0
33,10,23,.303,2.90,9.03,3,17,7,8,2,12,2349,2551,69.8,100.4,.276,.378,.530,45.7,54.5,9.0,12.0,.497,16.1,25.8,.204,2023.0
33,14,19,.424,-3.21,-3.61,9,11,9,5,5,13,2527,2486,67.8,112.1,.281,.432,.551,52.5,47.1,9.0,5.5,.516,14.5,35.9,.216,2023.0
35,27,8,.771,7.84,-1.14,15,5,14,1,6,6,2617,2236,67.0,109.2,.279,.370,.569,52.2,50.2,7.8,7.4,.537,13.8,24.3,.214,2023.0
32,17,15,.531,-2.27,-5.43,10,8,12,3,3,9,2135,1997,64.0,102.2,.294,.404,.522,51.6,48.4,8.6,8.0,.495,15.4,30.2,.201,2023.0
36,27,9,.750,15.83,7.44,14,6,16,0,4,6,2592,2290,65.5,109.5,.299,.353,.548,55.7,56.2,8.6,12.2,.511,15.4,35.9,.229,2023.0
33,20,13,.606,3.48,-0.16,10,8,16,4,3,7,2472,2352,69.4,108.0,.264,.403,.535,49.6,56.3,11.6,10.0,.511,14.6,33.4,.183,2023.0
33,16,17,.485,-0.29,1.41,6,12,10,6,2,9,2271,2327,68.6,100.4,.371,.416,.509,51.5,56.3,9.5,7.0,.471,16.3,33.0,.255,2023.0
32,12,20,.375,-6.00,-4.44,8,10,7,9,4,9,2211,2208,66.7,103.2,.301,.349,.533,51.3,47.5,9.1,9.4,.509,16.8,31.5,.202,2023.0
33,13,20,.394,-11.09,-7.53,9,9,5,5,7,13,2362,2421,67.0,104.8,.276,.459,.552,48.6,55.2,8.5,8.4,.528,16.5,27.4,.194,2023.0
31,9,22,.290,-14.09,-6.75,5,13,6,9,3,12,2134,2235,70.7,96.9,.329,.274,.513,47.2,56.3,11.8,10.1,.488,16.8,25.8,.210,2023.0
37,23,14,.622,-1.47,-1.62,12,6,14,2,5,10,2909,2720,72.0,107.3,.241,.373,.525,51.9,50.3,10.9,12.7,.505,13.8,34.1,.159,2023.0
Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,2023.0
G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,2023.0
31,8,23,.258,-11.05,-1.88,5,13,6,7,2,13,2239,2505,70.3,101.9,.315,.333,.533,45.9,37.2,8.8,6.2,.492,14.9,25.0,.241,2023.0
34,23,11,.676,1.47,-1.62,16,2,11,2,10,7,2607,2429,68.9,111.2,.310,.440,.598,53.7,56.2,7.5,9.5,.569,17.5,29.2,.234,2023.0
32,8,24,.250,-12.85,-4.38,6,12,5,9,3,12,2094,2291,67.0,97.7,.277,.403,.517,48.4,51.0,9.1,6.7,.486,16.3,25.7,.197,2023.0
32,5,27,.156,-15.14,-1.54,1,19,3,10,1,14,1997,2432,69.8,89.4,.294,.336,.476,45.1,45.0,10.0,5.8,.451,15.8,20.7,.185,2023.0
31,13,18,.419,-6.98,-4.51,9,11,7,6,4,10,2012,2045,64.9,98.7,.373,.369,.508,49.6,42.9,8.3,9.5,.463,15.6,28.8,.270,2023.0
37,21,16,.568,-8.98,-9.83,10,6,10,5,8,9,2863,2744,69.8,109.7,.271,.379,.549,50.3,52.2,11.3,6.0,.517,14.0,31.9,.204,2023.0
33,16,17,.485,10.90,8.26,9,9,10,6,4,7,2351,2264,69.7,101.8,.345,.368,.530,47.3,48.9,9.7,12.3,.494,14.3,23.8,.247,2023.0
29,7,22,.241,-17.81,-4.99,5,13,4,7,3,15,1700,2030,66.5,87.8,.323,.347,.480,47.8,47.1,9.9,10.2,.442,20.8,29.3,.223,2023.0
39,35,4,.897,13.92,2.30,18,2,17,0,11,3,3035,2547,68.5,112.8,.294,.440,.572,54.2,51.8,9.4,6.7,.547,14.8,31.6,.212,2023.0
32,17,15,.531,-2.63,-3.08,7,11,8,5,6,9,2280,2222,66.7,106.1,.275,.451,.547,49.6,50.8,10.2,9.6,.517,14.9,27.2,.203,2023.0
32,14,18,.438,-2.71,0.32,8,12,11,7,3,10,2339,2404,71.0,101.4,.291,.361,.552,45.3,45.8,12.6,11.2,.525,18.3,25.5,.207,2023.0
32,9,23,.281,-0.38,6.50,7,13,5,11,4,7,2219,2439,69.0,100.5,.304,.344,.527,47.1,53.6,8.9,11.3,.493,15.6,25.9,.221,2023.0
33,25,8,.758,2.26,-2.14,12,6,18,2,6,5,2376,2231,70.0,102.1,.376,.417,.530,52.0,52.4,10.2,12.5,.486,16.6,29.9,.279,2023.0
31,11,20,.355,2.60,5.10,6,12,7,7,4,9,1974,2036,64.0,99.5,.251,.407,.527,48.1,53.1,9.9,10.3,.493,16.1,24.9,.194,2023.0
36,28,8,.778,4.89,-2.90,15,3,14,2,8,3,2911,2563,69.4,115.4,.341,.464,.588,51.2,59.1,9.4,8.4,.557,13.8,28.8,.253,2023.0
31,15,16,.484,-3.84,-4.64,10,8,8,5,6,10,2192,2032,67.5,103.1,.340,.335,.542,52.7,49.1,10.4,14.3,.523,16.6,29.7,.213,2023.0
33,20,13,.606,1.73,0.27,11,7,14,2,4,7,2268,2220,67.6,100.9,.370,.386,.544,52.4,56.5,6.8,8.5,.519,17.8,27.9,.241,2023.0
32,16,16,.500,-1.93,-0.61,10,8,11,6,5,6,2441,2455,69.7,107.4,.348,.384,.566,49.8,46.7,8.0,9.0,.532,15.8,26.9,.257,2023.0
32,7,25,.219,-1.07,7.52,2,18,5,12,1,11,2225,2500,69.6,99.1,.291,.310,.505,49.0,46.5,8.8,12.1,.471,15.1,28.9,.209,2023.0
32,16,16,.500,1.80,4.80,6,12,13,4,1,10,2193,2289,68.2,100.1,.405,.382,.518,50.2,49.2,9.2,7.0,.471,16.7,30.6,.294,2023.0
Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,2023.0
G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,2023.0
33,17,16,.515,-3.25,-2.02,9,9,12,4,3,11,2257,2201,67.6,100.8,.280,.342,.517,50.2,40.8,10.4,8.2,.490,14.8,27.7,.192,2023.0
31,10,21,.323,-6.79,-0.93,3,15,10,9,0,11,2068,2150,67.8,98.0,.325,.311,.501,51.2,45.9,8.5,9.8,.462,16.2,31.9,.231,2023.0
33,15,18,.455,2.08,4.89,6,14,11,6,3,9,2301,2335,67.6,102.8,.236,.383,.512,48.8,54.2,8.8,10.6,.488,13.5,28.9,.164,2023.0
37,31,6,.838,18.99,8.04,14,2,15,1,7,2,3187,2715,71.9,119.5,.337,.323,.602,54.0,50.7,10.0,9.3,.582,13.0,31.4,.233,2023.0
33,24,9,.727,-4.03,-8.48,15,3,11,1,9,6,2276,2054,67.8,101.3,.417,.274,.532,51.4,49.9,10.8,12.1,.503,18.2,32.8,.269,2023.0
36,24,12,.667,4.43,1.27,10,7,14,4,5,5,2706,2421,66.9,111.5,.358,.418,.573,52.1,48.4,7.3,8.1,.542,15.4,30.8,.256,2023.0
32,3,29,.094,-20.30,-3.14,2,18,2,10,1,17,1898,2447,66.2,89.2,.315,.435,.496,43.6,53.4,7.6,6.3,.459,18.9,21.7,.221,2023.0
